sig_id,Ligand,Organism,Celltype.cellline,Dose,Duration,Platform,source
sig_HP_4_y2,HP,Homo sapiens,blood_monocyte-derived macrophages (MDMs),25 µg/ml,8h,RNA-Seq,LigScape
sig_HRAS_1_y2,HRAS,Homo sapiens,Bladder cancer 5637 cells,na,48h,RNA-Seq,LigScape
sig_MMP2_1_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_Proliferating,na,day2,RNA-Seq,LigScape
sig_MMP2_2_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_Proliferating,na,day2,RNA-Seq,LigScape
sig_MMP2_3_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_Confluent,na,day2+2d,RNA-Seq,LigScape
sig_MMP2_4_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_Confluent,na,day2+2d,RNA-Seq,LigScape
sig_MMP2_5_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_OverConfluent,na,day2+4d,RNA-Seq,LigScape
sig_MMP2_6_y2,MMP2,Homo sapiens,Human osteosarcoma/U2OS_OverConfluent,na,day2+4d,RNA-Seq,LigScape
sig_POMC_1_y2,POMC,Homo sapiens,isolated primary adrenocortical cells,10uM,6h,RNA-Seq,LigScape
sig_POMC_2_y2,POMC,Homo sapiens,isolated primary adrenocortical cells,10uM,12h,RNA-Seq,LigScape
sig_POMC_3_y2,POMC,Homo sapiens,isolated primary adrenocortical cells,10uM,48h,RNA-Seq,LigScape
sig_POMC_4_y2,POMC,Homo sapiens,primary/isolated adrenocortical cells,10uM,3h,RNA-Seq,LigScape
sig_POMC_5_y2,POMC,Homo sapiens,primary/isolated adrenocortical cells,10uM,24h,RNA-Seq,LigScape
sig_RGMB_1_y2,RGMB,Homo sapiens,Melanocyte,na,24h,RNA-Seq,LigScape
sig_RGMB_2_y2,RGMB,Homo sapiens,Melanocyte,na,24h,RNA-Seq,LigScape
sig_SEMA3E_1_y2,SEMA3E,Homo sapiens,aorta_HAEC,na,6h,RNA-Seq,LigScape
sig_TGM2_1_y2,TGM2,Homo sapiens,macrophage_Monocytes/THP-1 (PMA-treated),na,na,RNA-Seq,LigScape
sig_AGRN_1_y3,AGRN,Homo sapiens,human keratinocytes cell line HaCat,na,na,RNA-Seq,LigScape
sig_ANG_1_y3,ANG,Homo sapiens,pancreatic cancer cell line/Panc-1,1 ug/ml,1h,RNA-Seq,LigScape
sig_ANG_2_y3,ANG,Homo sapiens,pancreatic cancer cell line/Panc-1,1 ug/ml,5h,RNA-Seq,LigScape
sig_ANG_3_y3,ANG,Homo sapiens,pancreatic cancer cell line/Panc-1,1 ug/ml,24h,RNA-Seq,LigScape
sig_ANG_4_y3,ANG,Homo sapiens,pancreatic cancer cell line/AsPC-1,1 ug/ml,1h,RNA-Seq,LigScape
sig_ANG_5_y3,ANG,Homo sapiens,pancreatic cancer cell line/AsPC-1,1 ug/ml,5h,RNA-Seq,LigScape
sig_ANG_6_y3,ANG,Homo sapiens,pancreatic cancer cell line/AsPC-1,1 ug/ml,24h,RNA-Seq,LigScape
sig_CAMP_1_y3,CAMP,Homo sapiens,Macrophages/THP-1,na,24h,RNA-Seq,LigScape
sig_CCL20_1_y3,CCL20,Homo sapiens,SKOV3,na,24h,RNA-Seq,LigScape
sig_CCL21_1_y3,CCL21,Homo sapiens,glioblastoma stem cell line GSC20,na,na,RNA-Seq,LigScape
sig_CCN2_1_y3,CCN2,Homo sapiens,breast; mammary gland_epithelial cell/MDA-MB-231 human breast cancer cell line,na,na,RNA-Seq,LigScape
sig_CGA_1_y3,CGA,Homo sapiens,pancreatic cancer cellline PANC1,na,na,RNA-Seq,LigScape
sig_COL11A1_1_y3,COL11A1,Homo sapiens,ovarian cancer cells/OVCAR3,na,na,RNA-Seq,LigScape
sig_COL11A1_2_y3,COL11A1,Homo sapiens,ovarian cancer cells/A2780,na,na,RNA-Seq,LigScape
sig_COMP_1_y3,COMP,Homo sapiens,Calu-3,na,na,RNA-Seq,LigScape
sig_CXCL14_1_y3,CXCL14,Homo sapiens,CML CD34+CD38- cells,na,6h,RNA-Seq,LigScape
sig_CXCL14_2_y3,CXCL14,Homo sapiens,CML CD34+CD38- cells,na,24h,RNA-Seq,LigScape
sig_DKK1_1_y3,DKK1,Homo sapiens,colorectal carcinoma_dMMR colorectal cancer cell,300 ng/ml,24h,RNA-Seq,LigScape
sig_DKK1_4_y3,DKK1,Homo sapiens,Lymphocyte_Peripheral blood_CD8+ T cells derived from blood of Patient with dMMR colorectal cancer,300 ng/ml,24h,RNA-Seq,LigScape
sig_ECM1_1_y3,ECM1,Homo sapiens,ovarian cancer/HEYA8 (A8)or HEYA8i (A8i),na,na,RNA-Seq,LigScape
sig_ECM1_2_y3,ECM1,Homo sapiens,ovarian cancer/HEYA8i (A8i) or HEYA8i-ECM1a (A8i-A),na,na,RNA-Seq,LigScape
sig_ECM1_3_y3,ECM1,Homo sapiens,ovarian cancer/HEYA8i (A8i) or HEYA8i-ECM1b (A8i-B),na,na,RNA-Seq,LigScape
sig_EDN1_1_y3,EDN1,Homo sapiens,derived cardiomyocytes from hiPSC,10 nM,18h,RNA-Seq,LigScape
sig_FN1_1_y3,FN1,Homo sapiens,human gastric cancer cell line HGC27,na,na,RNA-Seq,LigScape
sig_GCG_1_y3,GCG,Homo sapiens,transplanted human juvenile islet grafts_,na,4w,RNA-Seq,LigScape
sig_GDF6_1_y3,GDF6,Homo sapiens,A375 melanoma cells,na,na,RNA-Seq,LigScape
sig_GDF6_2_y3,GDF6,Homo sapiens,A375 melanoma cells,na,na,RNA-Seq,LigScape
sig_GSTP1_1_y3,GSTP1,Homo sapiens,MOLM13,0.1uM,24h,RNA-Seq,LigScape
sig_GSTP1_2_y3,GSTP1,Homo sapiens,MOLM13,1uM,24h,RNA-Seq,LigScape
sig_HLA-G_1_y3,HLA-G,Homo sapiens,human cervical carcinoma cell /HeLa,na,na,RNA-Seq,LigScape
sig_HLA-G_2_y3,HLA-G,Homo sapiens,human cervical carcinoma cell/SiHa,na,na,RNA-Seq,LigScape
sig_HSP90AA1_2_y3,HSP90AA1,Homo sapiens,peripheral blood mononuclear cells (pbmc),500 nM,24h,RNA-Seq,LigScape
sig_HSP90AA1_3_y3,HSP90AA1,Homo sapiens,peripheral blood mononuclear cells (pbmc),500 nM,24h,RNA-Seq,LigScape
sig_IL35_1_y3,IL35,Homo sapiens,Pancreatic ductal adenocarcinoma PANC-1,na,na,RNA-Seq,LigScape
sig_JAG1_1_y3,JAG1,Homo sapiens,Medulloblastoma/DAOY,na,12h,RNA-Seq,LigScape
sig_LCN2_1_y3,LCN2,Homo sapiens,Xenograft tumor_Epithelial Cells/HeLa,100 µg,2w,RNA-Seq,LigScape
sig_LEP_1_y3,LEP,Homo sapiens,Human Testis Biopsy_Testicular Microenvironment_Leydig cells+Sertoli cells+PMC (LSCs),0.25 ng/ml,na,RNA-Seq,LigScape
sig_LEP_2_y3,LEP,Homo sapiens,Human Testis Biopsy_Testicular Microenvironment_Leydig cells+Sertoli cells+PMC (LSCs),1 ng/ml,na,RNA-Seq,LigScape
sig_LEP_3_y3,LEP,Homo sapiens,Human Testis Biopsy_Testicular Microenvironment_Leydig cells+Sertoli cells+PMC (LSCs),10 ng/ml,na,RNA-Seq,LigScape
sig_LGALS9_1_y3,LGALS9,Homo sapiens,nasopharyngeal carcinomas cell line TW03,na,na,RNA-Seq,LigScape
sig_LILRB4_1_y3,LILRB4,Homo sapiens,SK-MEL-5-educated live CD45+ CD14+ CD33+ cells,1 μg/mL,7d,RNA-Seq,LigScape
sig_LILRB4_2_y3,LILRB4,Homo sapiens,Jurkat cells,12.5ug/ml,6h,RNA-Seq,LigScape
sig_LILRB4_3_y3,LILRB4,Homo sapiens,Jurkat cells,12.5ug/ml,12h,RNA-Seq,LigScape
sig_LILRB4_4_y3,LILRB4,Homo sapiens,Jurkat cells,12.5ug/ml,24h,RNA-Seq,LigScape
sig_LILRB4_5_y3,LILRB4,Homo sapiens,Jurkat cells,25ug/ml,6h,RNA-Seq,LigScape
sig_LILRB4_6_y3,LILRB4,Homo sapiens,Jurkat cells,25ug/ml,12h,RNA-Seq,LigScape
sig_LILRB4_7_y3,LILRB4,Homo sapiens,Jurkat cells,25ug/ml,24h,RNA-Seq,LigScape
sig_MCAM_1_y3,MCAM,Homo sapiens,lung cancer cell line/PC9-BrM3,na,na,RNA-Seq,LigScape
sig_MDK_1_y3,MDK,Homo sapiens,Primary Human Lymphatic Endothilial cells (hLECs)_Cell line SK-Mel-147,na,3d,RNA-Seq,LigScape
sig_MDK_2_y3,MDK,Homo sapiens,Primary Human Lymphatic Endothilial cells (hLECs)_Cell line SK-Mel-147,na,3d,RNA-Seq,LigScape
sig_MDK_3_y3,MDK,Homo sapiens,Primary Human Lymphatic Endothilial cells (hLECs)_WM164 cell line,na,3d,RNA-Seq,LigScape
sig_MDK_4_y3,MDK,Homo sapiens,SK-Mel-147 melanoma cells,na,na,RNA-Seq,LigScape
sig_MDK_5_y3,MDK,Homo sapiens,WM-164 melanoma cells,na,na,RNA-Seq,LigScape
sig_MIF_1_y3,MIF,Homo sapiens,Pancreatic cancer cell line/PANC-1,na,na,RNA-Seq,LigScape
sig_MMP9_1_y3,MMP9,Homo sapiens,Human malignant melanoma cell line A375,na,2w,RNA-Seq,LigScape
sig_NECTIN4_1_y3,NECTIN4,Homo sapiens,breast cancer/SKBR3,10 nM,48h,RNA-Seq,LigScape
sig_NECTIN4_2_y3,NECTIN4,Homo sapiens,breast cancer/SKBR3,10 nM,48h,RNA-Seq,LigScape
sig_NLGN3_1_y3,NLGN3,Homo sapiens,patient-derived pediatric GBM cell cultures,100nM,16h,RNA-Seq,LigScape
sig_NTS_1_y3,NTS,Homo sapiens,Panc-1-3P2,100 nM,4.5h,RNA-Seq,LigScape
sig_OXT_1_y3,OXT,Homo sapiens,hiPSC-derived epicardial cells/hiPSC-L1,100 nM,na,RNA-Seq,LigScape
sig_OXT_2_y3,OXT,Homo sapiens,Liver cancer_Human HepatocarcinomaCells/SNU449 cells,na,48h,RNA-Seq,LigScape
sig_PDPN_1_y3,PDPN,Homo sapiens,human primary lymphatic endothelial cells (LECs),na,48h,RNA-Seq,LigScape
sig_PODXL_1_y3,PODXL,Homo sapiens,hESCs/HUES6,na,4d,RNA-Seq,LigScape
sig_PODXL_2_y3,PODXL,Homo sapiens,hESCs/HUES6,na,4d,RNA-Seq,LigScape
sig_PROK2_1_y3,PROK2,Homo sapiens,human-derived endometrial stromal cell line T-HESC,na,na,RNA-Seq,LigScape
sig_PTGS2_1_y3,PTGS2,Homo sapiens,BPH patient derived prostate epithelial cell/BPH-1,na,na,RNA-Seq,LigScape
sig_PTGS2_2_y3,PTGS2,Homo sapiens,BPH patient derived prostate epithelial cell/BPH-1,na,na,RNA-Seq,LigScape
sig_PTH_1_y3,PTH,Homo sapiens,Passage 3 preadipocytes,na,24h,RNA-Seq,LigScape
sig_PTH_2_y3,PTH,Homo sapiens,Passage 3 preadipocytes,na,24h,RNA-Seq,LigScape
sig_PTH2_1_y3,PTH2,Homo sapiens,Passage 3 preadipocytes,na,24h,RNA-Seq,LigScape
sig_PTH2_2_y3,PTH2,Homo sapiens,Passage 3 preadipocytes,na,24h,RNA-Seq,LigScape
sig_PTPRK_1_y3,PTPRK,Homo sapiens,Cervical cancer cells/HeLa,50nM,na,RNA-Seq,LigScape
sig_RARRES2_1_y3,RARRES2,Homo sapiens,Clear cell renal cell carcinoma cell line ccRCC 786-O,na,na,RNA-Seq,LigScape
sig_RARRES2_2_y3,RARRES2,Homo sapiens,Clear cell renal cell carcinoma cell line ccRCC 786-O,na,na,RNA-Seq,LigScape
sig_RARRES2_3_y3,RARRES2,Homo sapiens,Clear cell renal cell carcinoma cell line ccRCC 786-O,na,na,RNA-Seq,LigScape
sig_RNASE2_1_y3,RNASE2,Homo sapiens,nasal epithelial cells (HNEpCs),2 μ g/ml,24h,RNA-Seq,LigScape
sig_RSPO1_1_y3,RSPO1,Homo sapiens,human colon carcinoma cell lines/FET cells,na,4h,RNA-Seq,LigScape
sig_RSPO2_1_y3,RSPO2,Homo sapiens,hESC cellline H1,20ng/mL,1d,RNA-Seq,LigScape
sig_SEMA3A_1_y3,SEMA3A,Homo sapiens,U87-MG cells (WT),500 ng/ml,6h,RNA-Seq,LigScape
sig_SERPINA1_1_y3,SERPINA1,Homo sapiens,NSCLC/H-661,2 mg/ml,24h,RNA-Seq,LigScape
sig_SERPINA1_2_y3,SERPINA1,Homo sapiens,NSCLC/H-1975,2 mg/ml,24h,RNA-Seq,LigScape
sig_SERPINA1_3_y3,SERPINA1,Homo sapiens,epiCS,na,up to 48h,RNA-Seq,LigScape
sig_SERPINE1_1_y3,SERPINE1,Homo sapiens,ovarian adenocarcinoma epithelial morphology/SK-OV-3,na,48h,RNA-Seq,LigScape
sig_SERPINE1_2_y3,SERPINE1,Homo sapiens,ovarian adenocarcinoma epithelial morphology/SK-OV-3,na,48h,RNA-Seq,LigScape
sig_SERPINE1_3_y3,SERPINE1,Homo sapiens,Human bladder cancer/RT112,na,72h,RNA-Seq,LigScape
sig_SERPINE1_4_y3,SERPINE1,Homo sapiens,Human bladder cancer/UM-UC-3,na,72h,RNA-Seq,LigScape
sig_SERPINE1_5_y3,SERPINE1,Homo sapiens,Human coronary artery smooth muscle cells (HCASMCs),na,na,RNA-Seq,LigScape
sig_SERPINE1_6_y3,SERPINE1,Homo sapiens,SUM159 breast cancer cell line,na,na,RNA-Seq,LigScape
sig_SFRP2_1_y3,SFRP2,Homo sapiens,Retinoblastoma/RB383,na,24h,RNA-Seq,LigScape
sig_SFRP2_2_y3,SFRP2,Homo sapiens,Retinoblastoma/RB383,na,48h,RNA-Seq,LigScape
sig_SFRP2_3_y3,SFRP2,Homo sapiens,PC3/prostate cancer,na,na,RNA-Seq,LigScape
sig_SFRP2_4_y3,SFRP2,Homo sapiens,PC3/prostate cancer,na,na,RNA-Seq,LigScape
sig_SFRP2_5_y3,SFRP2,Homo sapiens,HUVEC,na,16h,RNA-Seq,LigScape
sig_SLIT2_1_y3,SLIT2,Homo sapiens,skin_Human dermal fibroblast (HDF),100ng/ml,2d,RNA-Seq,LigScape
sig_SLPI_1_y3,SLPI,Homo sapiens,HK-2,na,na,RNA-Seq,LigScape
sig_SNCA_1_y3,SNCA,Homo sapiens,human neuroblastoma cell line/SH-SY5Y,na,48h,RNA-Seq,LigScape
sig_SNCA_2_y3,SNCA,Homo sapiens,human neuroblastoma cell line/SH-SY5Y,0.1 microM,48h,RNA-Seq,LigScape
sig_SPP1_1_y3,SPP1,Homo sapiens,Lung_cancer cell_NCI-H23,10ng/mL,24h,RNA-Seq,LigScape
sig_TFPI_1_y3,TFPI,Homo sapiens,human trophoblast stem cell,na,na,RNA-Seq,LigScape
sig_TGM2_1_y3,TGM2,Homo sapiens,Human colon adenocarcinoma_colon epithelial cells/SW480,na,na,RNA-Seq,LigScape
sig_TGM2_2_y3,TGM2,Homo sapiens,Human colon adenocarcinoma_colon epithelial cells/HCT116,na,na,RNA-Seq,LigScape
sig_VASP_1_y3,VASP,Homo sapiens,human breast cancer cells/MCF-7 cells,na,48h,RNA-Seq,LigScape
sig_VCAN_1_y3,VCAN,Homo sapiens,liver cancer cell line/Huh7,na,6-8h,RNA-Seq,LigScape
sig_WNT2B_1_y3,WNT2B,Homo sapiens,Human dental pulp stem cells,500 ng/mL,24h,RNA-Seq,LigScape
sig_YBX1_1_y3,YBX1,Homo sapiens,Medulloblastoma cell line/DAOY,na,24h,RNA-Seq,LigScape
sig_YBX1_2_y3,YBX1,Homo sapiens,Medulloblastoma cell line/MED08A,na,24h,RNA-Seq,LigScape
sig_YBX1_3_y3,YBX1,Homo sapiens,Medulloblastoma cell line/UW228-3,na,24h,RNA-Seq,LigScape
sig_YBX1_4_y3,YBX1,Homo sapiens,ccRCC-derived renal cancer cells/786-O,na,na,RNA-Seq,LigScape
sig_HSP90AA1_2_GSE100317_a,HSP90AA1,Homo sapiens,primary melanoma cell line cline2338,125 nM,24h,MicroArray,LigScape
sig_HSP90AA1_4_GSE100317_a,HSP90AA1,Homo sapiens,primary melanoma cell line cline2400,125 nM,24h,MicroArray,LigScape
sig_HSP90AA1_6_GSE100317_a,HSP90AA1,Homo sapiens,primary melanoma cell line cline2549,125 nM,24h,MicroArray,LigScape
sig_HSP90AA1_8_GSE100317_a,HSP90AA1,Homo sapiens,primary melanoma cell line cline2559,125 nM,24h,MicroArray,LigScape
sig_LPA_1_GSE101155_a,LPA,Homo sapiens,Aortic Valve Interstitial Cells,50µg/ml,3d,MicroArray,LigScape
sig_MIF_1_GSE10241_a,MIF,Homo sapiens,HEK293 human embryonic kidney cell line,50pmol/ml&100pmol/ml,24h,MicroArray,LigScape
sig_SEMA3B_1_GSE10431_a,SEMA3B,Homo sapiens,MDA-MB435,na,na,MicroArray,LigScape
sig_SFTPD_2_GSE107478_a,SFTPD,Homo sapiens,EpiVaginal Tissues,100μg/ml,24h,MicroArray,LigScape
sig_SFTPD_3_GSE107478_a,SFTPD,Homo sapiens,EpiVaginal Tissues,100μg/ml,24h,MicroArray,LigScape
sig_EDN1_1_GSE1081_a,EDN1,Homo sapiens,human primary lung fibroblasts,100 nM,4h,MicroArray,LigScape
sig_POSTN_1_GSE108853_a,POSTN,Homo sapiens,MHCC97H,100ng/m,24h,MicroArray,LigScape
sig_LGALS1_1_GSE109070_a,LGALS1,Homo sapiens,pancreatic cancer cell line RWP-1,na,na,MicroArray,LigScape
sig_S100A8_2_GSE109426_a,S100A8,Homo sapiens,Human blood monocytes,5µg,4h,MicroArray,LigScape
sig_S100A8_3_GSE109426_a,S100A8,Homo sapiens,Human blood monocytes,5µg,4h,MicroArray,LigScape
sig_CD5L_1_GSE111315_a,CD5L,Homo sapiens,THP1 human monocyte-like cells,na,24h,MicroArray,LigScape
sig_PTGS2_1_GSE11237_a,PTGS2,Homo sapiens,primary colorectal adenocarcinomas,400 mg,2time/day for 7d,MicroArray,LigScape
sig_JAG2_1_GSE114181_a,JAG2,Homo sapiens,peripheral blood- isolated CD14 monocytes,na,na,MicroArray,LigScape
sig_JAG2_2_GSE114181_a,JAG2,Homo sapiens,peripheral blood- sorted myeloid dendritic cell (CD1c DC),na,na,MicroArray,LigScape
sig_SEMA5A_1_GSE114578_a,SEMA5A,Homo sapiens,lung epithelial carcinoma cells/A549,na,24h,MicroArray,LigScape
sig_TNFSF15_1_GSE118958_a,TNFSF15,Homo sapiens,Fibroblast like synoviocytes,1.0 μg/ml,12h,MicroArray,LigScape
sig_HRAS_3_GSE120040_a,HRAS,Homo sapiens,human fibroblasts,NA,48h,MicroArray,LigScape
sig_HSP90AA1_1_GSE12287_a,HSP90AA1,Homo sapiens,E10,100nM,na,MicroArray,LigScape
sig_HSP90AA1_2_GSE12287_a,HSP90AA1,Homo sapiens,E10,300nM,na,MicroArray,LigScape
sig_CDH1_1_GSE123031_a,CDH1,Homo sapiens,HCC827 lung adenocarcinoma cells,na,na,MicroArray,LigScape
sig_CCN2_1_GSE124529_a,CCN2,Homo sapiens,hepatocellular carcinoma Cells,na,na,MicroArray,LigScape
sig_GH1_1_GSE124935_a,GH1,Homo sapiens,Adipose tissue biopsy,0.5 mg,2h,MicroArray,LigScape
sig_YBX1_1_GSE125339_a,YBX1,Homo sapiens,LNCaP prostate cancer cells,na,48h,MicroArray,LigScape
sig_JAG1_1_GSE126249_a,JAG1,Homo sapiens,human periodontal ligament cells (hPDLs),10 nM,2h,MicroArray,LigScape
sig_HRAS_2_GSE12764_a,HRAS,Homo sapiens,MCF10a immortalized_ non-transformed human mammary epithelial cell-line,na,24h,MicroArray,LigScape
sig_PDPN_1_GSE128502_a,PDPN,Homo sapiens,nasopharyngeal carcinoma (NPC),200 nM,48h,MicroArray,LigScape
sig_CADM1_1_GSE128954_a,CADM1,Homo sapiens,Melanoma_WM793TR_adherent,na,24h,MicroArray,LigScape
sig_CADM1_2_GSE128954_a,CADM1,Homo sapiens,Melanoma_WM793TR_suspension,na,24h,MicroArray,LigScape
sig_GRN_2_GSE129108_a,GRN,Homo sapiens,Human primary mesenchymal stromal cells,3 µg/ml,na,MicroArray,LigScape
sig_CFH_1_GSE129670_a,CFH,Homo sapiens,monocyte,150 μg/ml,48h,MicroArray,LigScape
sig_DLL1_1_GSE129853_a,DLL1,Homo sapiens,CD34+ thymocytes,na,10d,MicroArray,LigScape
sig_DLL1_2_GSE129853_a,DLL1,Homo sapiens,CD34+ thymocytes,na,5d,MicroArray,LigScape
sig_CD9_1_GSE13210_a,CD9,Homo sapiens,Raji cells,na,na,MicroArray,LigScape
sig_LEP_1_GSE133616_a,LEP,Homo sapiens,androgen-sensitive human prostate cancer cell line LnCap,10-6M,48h,MicroArray,LigScape
sig_HSP90AA1_1_GSE13401_a,HSP90AA1,Homo sapiens,DLBCL human cell line,75mg/kg,12h,MicroArray,LigScape
sig_HSP90AA1_2_GSE13401_a,HSP90AA1,Homo sapiens,DLBCL human cell line,75mg/kg,6h,MicroArray,LigScape
sig_NAMPT_1_GSE13449_a,NAMPT,Homo sapiens,MCF-7 cells,na,na,MicroArray,LigScape
sig_BMP10_1_GSE134890_a,BMP10,Homo sapiens,pulmonary arterial endothelial cells,0.3 ng/ml,1.5h,MicroArray,LigScape
sig_ANXA2_1_GSE136120_a,ANXA2,Homo sapiens,human retinal vascular endothelial cells,na,72h,MicroArray,LigScape
sig_ANXA2_2_GSE136120_a,ANXA2,Homo sapiens,human retinal vascular endothelial cells,na,72h,MicroArray,LigScape
sig_CXCL9_1_GSE137178_a,CXCL9,Homo sapiens,Breast cancer-associated fibroblasts,1 µM,7d (daily),MicroArray,LigScape
sig_SFRP1_1_GSE13806_a,SFRP1,Homo sapiens,MDA-MB-231 human breast cancer cells_ in vitro,na,na,MicroArray,LigScape
sig_SFRP1_2_GSE13806_a,SFRP1,Homo sapiens,MDA-MB-231 human breast cancer cells_ in vivo,na,na,MicroArray,LigScape
sig_ALB_2_GSE138725_a,ALB,Homo sapiens,Primary neonatal keratinocytes,66 mg/mL,3h,MicroArray,LigScape
sig_SPINK1_1_GSE140179_a,SPINK1,Homo sapiens,Ovarian clear cell carcinoma cells JHOC5,na,na,MicroArray,LigScape
sig_SPINK1_3_GSE140179_a,SPINK1,Homo sapiens,Ovarian clear cell carcinoma cells JHCO9,na,na,MicroArray,LigScape
sig_MIF_1_GSE141170_a,MIF,Homo sapiens,multiple myeloma cell line ARP-1,na,na,MicroArray,LigScape
sig_PDPN_1_GSE14550_a,PDPN,Homo sapiens,MCF7 human breast carcinoma cells,na,24d,MicroArray,LigScape
sig_ALB_2_GSE146462_a,ALB,Homo sapiens,PBMC_ACLF,15 mg/ml,24h,MicroArray,LigScape
sig_ALB_3_GSE146462_a,ALB,Homo sapiens,PBMC_ACLF,15 mg/ml,24h,MicroArray,LigScape
sig_ALB_5_GSE146462_a,ALB,Homo sapiens,PBMC_AD,15 mg/ml,24h,MicroArray,LigScape
sig_ALB_6_GSE146462_a,ALB,Homo sapiens,PBMC_AD,15 mg/ml,24h,MicroArray,LigScape
sig_SLAMF7_1_GSE14680_a,SLAMF7,Homo sapiens,Human multiple myeloma cell lines,na,na,MicroArray,LigScape
sig_SLAMF7_2_GSE14680_a,SLAMF7,Homo sapiens,Human multiple myeloma cell lines,na,na,MicroArray,LigScape
sig_WNT7A_1_GSE147686_a,WNT7A,Homo sapiens,B-cell leukemia derived from Burkitt lymphoma,na,na,MicroArray,LigScape
sig_WNT7A_2_GSE147686_a,WNT7A,Homo sapiens,T-cell acute lymphoblastic leukemia,na,na,MicroArray,LigScape
sig_GPI_2_GSE149289_a,GPI,Homo sapiens,human colon cancer cell line (LS174T),na,24h,MicroArray,LigScape
sig_GPI_3_GSE149289_a,GPI,Homo sapiens,human colon cancer cell line (LS174T),na,24h,MicroArray,LigScape
sig_JAG1_1_GSE14995_a,JAG1,Homo sapiens,Human lung adenocarcinoma cell line CL1-0,na,na,MicroArray,LigScape
sig_POMC_1_GSE150775_1_a,POMC,Homo sapiens,human adrenal carcinoma cell line,10-7 M,24h,MicroArray,LigScape
sig_ENHO_2_GSE150775_2_a,ENHO,Homo sapiens,human adrenal carcinoma cell line HAC15,10-8 M,24h,MicroArray,LigScape
sig_SERPINE1_1_GSE150796_a,SERPINE1,Homo sapiens,cell line Sk-Hep1,na,48h,MicroArray,LigScape
sig_C5_1_GSE150902_a,C5,Homo sapiens,Primary polymorhoneuclear neutrophils (PMNs),100ng/ml,1h,MicroArray,LigScape
sig_FASLG_1_GSE153378_a,FASLG,Homo sapiens,Fibroblast like synoviocytes from patient with rheumatoid arthritis,1.0 μg/ml,12h,MicroArray,LigScape
sig_ITGAV_1_GSE153702_a,ITGAV,Homo sapiens,Human PDA cells (cell lines BxPC3),na,na,MicroArray,LigScape
sig_ITGAV_2_GSE153702_a,ITGAV,Homo sapiens,Human PDA cells (cell lines PaCa 5061),na,na,MicroArray,LigScape
sig_SEMA5A_1_GSE157062_a,SEMA5A,Homo sapiens,A549 non-small cell lung cancer cell line,na,24h,MicroArray,LigScape
sig_SEMA5A_2_GSE157062_a,SEMA5A,Homo sapiens,A549 non-small cell lung cancer cell line,na,24h,MicroArray,LigScape
sig_SEMA5A_3_GSE157062_a,SEMA5A,Homo sapiens,A549 non-small cell lung cancer cell line,na,24h,MicroArray,LigScape
sig_AGT_1_GSE15918_a,AGT,Homo sapiens,H295R adrenocortical carcinoma cells,100 nM,3h,MicroArray,LigScape
sig_CD47_1_GSE16494_a,CD47,Homo sapiens,MOLT-4 cell line,10 ug/mL MABL,.5h,MicroArray,LigScape
sig_CD47_2_GSE16494_a,CD47,Homo sapiens,MOLT-4 cell line,10 ug/mL MABL,1h,MicroArray,LigScape
sig_CD47_3_GSE16494_a,CD47,Homo sapiens,MOLT-4 cell line,10 ug/mL MABL,3h,MicroArray,LigScape
sig_CD47_4_GSE16494_a,CD47,Homo sapiens,MOLT-4 cell line,10 ug/mL MABL,6h,MicroArray,LigScape
sig_DLL4_1_GSE16547_a,DLL4,Homo sapiens,Lymphatic endothelial cells (LEC),na,72h,MicroArray,LigScape
sig_SNCA_1_GSE166768_a,SNCA,Homo sapiens,iPSC-derived astrocyte,10uM,6d,MicroArray,LigScape
sig_SNCA_2_GSE166768_a,SNCA,Homo sapiens,iPSC-derived astrocyte,10uM,6d,MicroArray,LigScape
sig_SNCA_1_GSE166769_a,SNCA,Homo sapiens,iPSC-derived astrocyte,10uM,6d,MicroArray,LigScape
sig_HSP90AA1_1_GSE168552_a,HSP90AA1,Homo sapiens,Adult T-cell leukaemia-lymphoma cell lines,1µM,16h,MicroArray,LigScape
sig_HSP90AA1_1_GSE168554_a,HSP90AA1,Homo sapiens,Adult T-cell leukaemia-lymphoma cell line,1µM,16h,MicroArray,LigScape
sig_HSP90AA1_1_GSE168556_a,HSP90AA1,Homo sapiens,Adult T-cell leukaemia-lymphoma cell line,1µM,16h,MicroArray,LigScape
sig_HSP90AA1_1_GSE168558_a,HSP90AA1,Homo sapiens,Adult T-cell leukaemia-lymphoma cell line,1µM,16h,MicroArray,LigScape
sig_JAG1_1_GSE16906_a,JAG1,Homo sapiens,human endometrial stromal cells,na,na,MicroArray,LigScape
sig_THBS1_2_GSE17556_a,THBS1,Homo sapiens,Aortic vascular smooth muscle cells,20µg/mL,NA,MicroArray,LigScape
sig_THBS1_4_GSE17556_a,THBS1,Homo sapiens,Aortic vascular smooth muscle cells,20µg/mL,NA,MicroArray,LigScape
sig_THBS1_5_GSE17556_a,THBS1,Homo sapiens,Aortic vascular smooth muscle cells,20µg/mL,NA,MicroArray,LigScape
